Problem:    formulacao
                                   0                           1 
   174 conflict[6,113]
                                   0                           1 
   175 conflict[6,119]
                                   0                           1 
   176 conflict[6,122]
                                   0                           1 
   177 conflict[6,133]
                                   0                           1 
   178 conflict[6,143]
                                   0                           1 
   179 conflict[6,144]
                                   0                           1 
   180 conflict[6,154]
                                   0                           1 
   181 conflict[6,156]
                                   0                           1 
   182 conflict[6,161]
                                   0                           1 
   183 conflict[6,164]
                                   1                           1 
   184 conflict[6,172]
                                   0                           1 
   185 conflict[6,183]
                                   0                           1 
   186 conflict[6,194]
                                   0                           1 
   187 conflict[6,199]
                                   1                           1 
   188 conflict[6,207]
                                   0                           1 
   189 conflict[6,209]
                                   0                           1 
   190 conflict[6,218]
                                   0                           1 
   191 conflict[6,223]
                                   0                           1 
   192 conflict[7,9]
                                   0                           1 
   193 conflict[7,15]
                                   0                           1 
   194 conflict[7,33]
                                   0                           1 
   195 conflict[7,35]
                                   0                           1 
   196 conflict[7,45]
                                   0                           1 
   197 conflict[7,46]
                                   0                           1 
   198 conflict[7,65]
                                   0                           1 
   199 conflict[7,77]
                                   0                           1 
   200 conflict[7,82]
                                   0                           1 
   201 conflict[7,108]
                                   0                           1 
   202 conflict[7,115]
                                   0                           1 
   203 conflict[7,124]
                                   0                           1 
   204 conflict[7,127]
                                   0                           1 
   205 conflict[7,144]
                                   0                           1 
   206 conflict[7,152]
                                   0                           1 
   207 conflict[7,159]
                                   0                           1 
   208 conflict[7,165]
                                   0                           1 
   209 conflict[7,166]
                                   0                           1 
   210 conflict[7,185]
                                   0                           1 
   211 conflict[7,187]
                                   0                           1 
   212 conflict[7,199]
                                   1                           1 
   213 conflict[7,201]
                                   0                           1 
   214 conflict[7,236]
                                   0                           1 
   215 conflict[7,239]
                                   0                           1 
   216 conflict[7,244]
                                   0                           1 
   217 conflict[8,18]
                                   0                           1 
   218 conflict[8,28]
                                   0                           1 
   219 conflict[8,30]
                                   0                           1 
   220 conflict[8,34]
                                   0                           1 
   221 conflict[8,40]
                                   0                           1 
   222 conflict[8,44]
                                   0                           1 
   223 conflict[8,49]
                                   0                           1 
   224 conflict[8,56]
                                   0                           1 
   225 conflict[8,61]
                                   0                           1 
   226 conflict[8,66]
                                   0                           1 
   227 conflict[8,67]
                                   0                           1 
   228 conflict[8,68]
                                   0                           1 
   229 conflict[8,70]
                                   0                           1 
   230 conflict[8,71]
                                   0                           1 
   231 conflict[8,86]
                                   0                           1 
   232 conflict[8,88]
                                   0                           1 
   233 conflict[8,92]
                                   0                           1 
   234 conflict[8,107]
                                   0                           1 
   235 conflict[8,122]
                                   0                           1 
   236 conflict[8,130]
                                   0                           1 
   237 conflict[8,132]
                                   0                           1 
   238 conflict[8,133]
                                   0                           1 
   239 conflict[8,145]
                                   0                           1 
   240 conflict[8,156]
                                   0                           1 
   241 conflict[8,158]
                                   0                           1 
   242 conflict[8,163]
                                   0                           1 
   243 conflict[8,165]
                                   0                           1 
   244 conflict[8,166]
                                   0                           1 
   245 conflict[8,168]
                                   0                           1 
   246 conflict[8,184]
                                   0                           1 
   247 conflict[8,192]
                                   0                           1 
   248 conflict[8,206]
                                   0                           1 
   249 conflict[8,210]
                                   0                           1 
   250 conflict[8,222]
                                   0                           1 
   251 conflict[8,233]
                                   0                           1 
   252 conflict[8,240]
                                   0                           1 
   253 conflict[8,247]
                                   0                           1 
   254 conflict[8,249]
                                   0                           1 
   255 conflict[9,26]
                                   0                           1 
   256 conflict[9,64]
                                   0                           1 
   257 conflict[9,73]
                                   0                           1 
   258 conflict[9,76]
                                   0                           1 
   259 conflict[9,91]
                                   0                           1 
   260 conflict[9,105]
                                   0                           1 
   261 conflict[9,111]
                                   0                           1 
   262 conflict[9,115]
                                   0                           1 
   263 conflict[9,141]
                                   0                           1 
   264 conflict[9,159]
                                   0                           1 
   265 conflict[9,173]
                                   0                           1 
   266 conflict[9,188]
                                   0                           1 
   267 conflict[9,196]
                                   0                           1 
   268 conflict[9,198]
                                   0                           1 
   269 conflict[9,211]
                                   0                           1 
   270 conflict[9,224]
                                   0                           1 
   271 conflict[9,233]
                                   0                           1 
   272 conflict[9,244]
                                   0                           1 
   273 conflict[10,19]
                                   0                           1 
   274 conflict[10,22]
                                   0                           1 
   275 conflict[10,53]
                                   0                           1 
   276 conflict[10,62]
                                   0                           1 
   277 conflict[10,63]
                                   0                           1 
   278 conflict[10,87]
                                   0                           1 
   279 conflict[10,92]
                                   0                           1 
   280 conflict[10,95]
                                   0                           1 
   281 conflict[10,102]
                                   0                           1 
   282 conflict[10,123]
                                   0                           1 
   283 conflict[10,130]
                                   0                           1 
   284 conflict[10,142]
                                   0                           1 
   285 conflict[10,161]
                                   0                           1 
   286 conflict[10,187]
                                   0                           1 
   287 conflict[10,193]
                                   0                           1 
   288 conflict[10,202]
                                   0                           1 
   289 conflict[10,203]
                                   0                           1 
   290 conflict[10,212]
                                   0                           1 
   291 conflict[10,214]
                                   0                           1 
   292 conflict[10,225]
                                   0                           1 
   293 conflict[10,232]
                                   0                           1 
   294 conflict[10,248]
                                   0                           1 
   295 conflict[11,13]
                                   0                           1 
   296 conflict[11,21]
                                   0                           1 
   297 conflict[11,39]
                                   0                           1 
   298 conflict[11,50]
                                   0                           1 
   299 conflict[11,70]
                                   0                           1 
   300 conflict[11,71]
                                   0                           1 
   301 conflict[11,78]
                                   0                           1 
   302 conflict[11,80]
                                   0                           1 
   303 conflict[11,81]
                                   0                           1 
   304 conflict[11,82]
                                   0                           1 
   305 conflict[11,129]
                                   0                           1 
   306 conflict[11,130]
                                   0                           1 
   307 conflict[11,139]
                                   0                           1 
   308 conflict[11,141]
                                   0                           1 
   309 conflict[11,153]
                                   0                           1 
   310 conflict[11,158]
                                   0                           1 
   311 conflict[11,195]
                                   0                           1 
   312 conflict[11,214]
                                   0                           1 
   313 conflict[11,223]
                                   0                           1 
   314 conflict[11,236]
                                   0                           1 
   315 conflict[11,240]
                                   0                           1 
   316 conflict[12,25]
                                   0                           1 
   317 conflict[12,26]
                                   0                           1 
   318 conflict[12,28]
                                   0                           1 
   319 conflict[12,37]
                                   0                           1 
   320 conflict[12,44]
                                   0                           1 
   321 conflict[12,65]
                                   0                           1 
   322 conflict[12,66]
                                   0                           1 
   323 conflict[12,75]
                                   0                           1 
   324 conflict[12,76]
                                   0                           1 
   325 conflict[12,84]
                                   0                           1 
   326 conflict[12,90]
                                   0                           1 
   327 conflict[12,94]
                                   0                           1 
   328 conflict[12,97]
                                   1                           1 
   329 conflict[12,113]
                                   0                           1 
   330 conflict[12,123]
                                   0                           1 
   331 conflict[12,132]
                                   0                           1 
   332 conflict[12,135]
                                   0                           1 
   333 conflict[12,136]
                                   0                           1 
   334 conflict[12,146]
                                   0                           1 
   335 conflict[12,154]
                                   0                           1 
   336 conflict[12,160]
                                   0                           1 
   337 conflict[12,170]
                                   0                           1 
   338 conflict[12,181]
                                   0                           1 
   339 conflict[12,184]
                                   0                           1 
   340 conflict[12,200]
                                   0                           1 
   341 conflict[12,204]
                                   0                           1 
   342 conflict[12,208]
                                   0                           1 
   343 conflict[12,225]
                                   0                           1 
   344 conflict[12,229]
                                   0                           1 
   345 conflict[12,233]
                                   0                           1 
   346 conflict[12,247]
                                   0                           1 
   347 conflict[13,19]
                                   0                           1 
   348 conflict[13,28]
                                   0                           1 
   349 conflict[13,30]
                                   0                           1 
   350 conflict[13,31]
                                   0                           1 
   351 conflict[13,33]
                                   0                           1 
   352 conflict[13,38]
                                   0                           1 
   353 conflict[13,39]
                                   0                           1 
   354 conflict[13,40]
                                   0                           1 
   355 conflict[13,42]
                                   0                           1 
   356 conflict[13,67]
                                   0                           1 
   357 conflict[13,101]
                                   0                           1 
   358 conflict[13,121]
                                   0                           1 
   359 conflict[13,135]
                                   0                           1 
   360 conflict[13,151]
                                   0                           1 
   361 conflict[13,179]
                                   0                           1 
   362 conflict[13,183]
                                   0                           1 
   363 conflict[13,197]
                                   0                           1 
   364 conflict[13,201]
                                   0                           1 
   365 conflict[13,208]
                                   0                           1 
   366 conflict[13,213]
                                   0                           1 
   367 conflict[13,226]
                                   0                           1 
   368 conflict[13,231]
                                   0                           1 
   369 conflict[14,17]
                                   0                           1 
   370 conflict[14,20]
                                   0                           1 
   371 conflict[14,46]
                                   0                           1 
   372 conflict[14,51]
                                   0                           1 
   373 conflict[14,83]
                                   0                           1 
   374 conflict[14,98]
                                   0                           1 
   375 conflict[14,104]
                                   0                           1 
   376 conflict[14,106]
                                   0                           1 
   377 conflict[14,111]
                                   0                           1 
   378 conflict[14,116]
                                   0                           1 
   379 conflict[14,143]
                                   0                           1 
   380 conflict[14,167]
                                   0                           1 
   381 conflict[14,176]
                                   0                           1 
   382 conflict[14,183]
                                   0                           1 
   383 conflict[14,195]
                                   0                           1 
   384 conflict[14,208]
                                   0                           1 
   385 conflict[14,224]
                                   0                           1 
   386 conflict[14,236]
                                   0                           1 
   387 conflict[15,27]
                                   0                           1 
   388 conflict[15,43]
                                   0                           1 
   389 conflict[15,53]
                                   0                           1 
   390 conflict[15,85]
                                   1                           1 
   391 conflict[15,87]
                                   0                           1 
   392 conflict[15,88]
                                   0                           1 
   393 conflict[15,94]
                                   0                           1 
   394 conflict[15,95]
                                   0                           1 
   395 conflict[15,102]
                                   0                           1 
   396 conflict[15,104]
                                   0                           1 
   397 conflict[15,105]
                                   0                           1 
   398 conflict[15,111]
                                   0                           1 
   399 conflict[15,120]
                                   0                           1 
   400 conflict[15,125]
                                   0                           1 
   401 conflict[15,127]
                                   0                           1 
   402 conflict[15,129]
                                   0                           1 
   403 conflict[15,132]
                                   0                           1 
   404 conflict[15,144]
                                   0                           1 
   405 conflict[15,172]
                                   0                           1 
   406 conflict[15,202]
                                   0                           1 
   407 conflict[15,208]
                                   0                           1 
   408 conflict[15,209]
                                   0                           1 
   409 conflict[16,33]
                                   0                           1 
   410 conflict[16,34]
                                   0                           1 
   411 conflict[16,40]
                                   0                           1 
   412 conflict[16,43]
                                   0                           1 
   413 conflict[16,55]
                                   0                           1 
   414 conflict[16,59]
                                   0                           1 
   415 conflict[16,79]
                                   0                           1 
   416 conflict[16,87]
                                   0                           1 
   417 conflict[16,126]
                                   0                           1 
   418 conflict[16,127]
                                   0                           1 
   419 conflict[16,128]
                                   0                           1 
   420 conflict[16,148]
                                   0                           1 
   421 conflict[16,161]
                                   0                           1 
   422 conflict[16,167]
                                   0                           1 
   423 conflict[16,168]
                                   0                           1 
   424 conflict[16,170]
                                   0                           1 
   425 conflict[16,176]
                                   0                           1 
   426 conflict[16,177]
                                   0                           1 
   427 conflict[16,178]
                                   0                           1 
   428 conflict[16,181]
                                   0                           1 
   429 conflict[16,185]
                                   0                           1 
   430 conflict[16,187]
                                   0                           1 
   431 conflict[16,203]
                                   0                           1 
   432 conflict[16,207]
                                   0                           1 
   433 conflict[16,208]
                                   0                           1 
   434 conflict[16,226]
                                   0                           1 
   435 conflict[16,235]
                                   0                           1 
   436 conflict[16,237]
                                   0                           1 
   437 conflict[16,248]
                                   0                           1 
   438 conflict[17,20]
                                   0                           1 
   439 conflict[17,29]
                                   0                           1 
   440 conflict[17,34]
                                   0                           1 
   441 conflict[17,44]
                                   0                           1 
   442 conflict[17,58]
                                   0                           1 
   443 conflict[17,65]
                                   0                           1 
   444 conflict[17,75]
                                   0                           1 
   445 conflict[17,86]
                                   0                           1 
   446 conflict[17,98]
                                   0                           1 
   447 conflict[17,119]
                                   0                           1 
   448 conflict[17,132]
                                   0                           1 
   449 conflict[17,134]
                                   1                           1 
   450 conflict[17,145]
                                   0                           1 
   451 conflict[17,163]
                                   0                           1 
   452 conflict[17,168]
                                   0                           1 
   453 conflict[17,180]
                                   0                           1 
   454 conflict[17,181]
                                   0                           1 
   455 conflict[17,187]
                                   0                           1 
   456 conflict[17,201]
                                   0                           1 
   457 conflict[17,224]
                                   0                           1 
   458 conflict[17,231]
                                   0                           1 
   459 conflict[18,20]
                                   0                           1 
   460 conflict[18,35]
                                   0                           1 
   461 conflict[18,42]
                                   0                           1 
   462 conflict[18,44]
                                   0                           1 
   463 conflict[18,54]
                                   0                           1 
   464 conflict[18,59]
                                   0                           1 
   465 conflict[18,74]
                                   0                           1 
   466 conflict[18,75]
                                   0                           1 
   467 conflict[18,77]
                                   0                           1 
   468 conflict[18,83]
                                   0                           1 
   469 conflict[18,89]
                                   0                           1 
   470 conflict[18,100]
                                   1                           1 
   471 conflict[18,102]
                                   0                           1 
   472 conflict[18,116]
                                   0                           1 
   473 conflict[18,131]
                                   0                           1 
   474 conflict[18,133]
                                   0                           1 
   475 conflict[18,138]
                                   0                           1 
   476 conflict[18,203]
                                   0                           1 
   477 conflict[18,212]
                                   0                           1 
   478 conflict[18,219]
                                   0                           1 
   479 conflict[18,221]
                                   0                           1 
   480 conflict[18,222]
                                   0                           1 
   481 conflict[18,225]
                                   0                           1 
   482 conflict[18,230]
                                   0                           1 
   483 conflict[18,232]
                                   0                           1 
   484 conflict[18,244]
                                   0                           1 
   485 conflict[18,247]
                                   0                           1 
   486 conflict[19,35]
                                   0                           1 
   487 conflict[19,36]
                                   0                           1 
   488 conflict[19,44]
                                   0                           1 
   489 conflict[19,51]
                                   0                           1 
   490 conflict[19,54]
                                   0                           1 
   491 conflict[19,67]
                                   0                           1 
   492 conflict[19,73]
                                   0                           1 
   493 conflict[19,77]
                                   0                           1 
   494 conflict[19,114]
                                   1                           1 
   495 conflict[19,119]
                                   0                           1 
   496 conflict[19,136]
                                   0                           1 
   497 conflict[19,147]
                                   0                           1 
   498 conflict[19,161]
                                   0                           1 
   499 conflict[19,162]
                                   0                           1 
   500 conflict[19,166]
                                   0                           1 
   501 conflict[19,174]
                                   0                           1 
   502 conflict[19,175]
                                   0                           1 
   503 conflict[19,177]
                                   0                           1 
